sectorSalida;sectorLlegada;RijCorregido;flow
11-2010;33-3020;-1;0
11-2010;33-3040;-1;0
11-2010;33-3050;-1;0
11-2010;33-9010;-1;0
11-2010;33-9020;-1;0
11-2010;33-9030;-1;0
11-2010;33-9090;-1;0
11-2010;35-1010;-1;0
11-2010;35-2010;0.9559477392434503;1
11-2010;35-2020;-1;0
11-2010;35-3010;-1;0
11-2010;35-3020;-1;0
11-2010;35-3030;-1;0
11-2010;35-3040;-1;0
11-2010;35-9010;-1;0
11-2010;35-9020;-1;0
11-2010;35-9030;-1;0
11-2010;37-1010;-1;0
11-2010;37-2010;-1;0
11-2010;37-2020;-1;0
11-2010;37-3010;-1;0
11-2010;39-1010;-1;0
11-2010;39-1020;-1;0
11-2010;39-2020;-1;0
11-2010;39-3010;-1;0
11-2010;39-3020;-1;0
11-2010;39-3030;-1;0
11-2010;39-3090;-1;0
11-2010;39-40X0;-1;0
11-2010;39-5010;-1;0
11-2010;39-5090;-1;0
11-2010;39-6010;-1;0
11-2010;39-7010;-1;0
11-2010;39-9010;-1;0
11-2010;39-9020;-1;0
11-2010;39-9030;-1;0
11-2010;39-9040;-1;0
11-2010;39-9090;-1;0
11-2010;41-1010;-1;0
11-2010;41-2010;-1;0
11-2010;41-2020;-1;0
11-2010;41-2030;-1;0
11-2010;41-3010;0.9902554465093617;2
11-2010;41-3020;-1;0
11-2010;41-3030;-1;0
11-2010;41-3040;-1;0
11-2010;41-3090;-1;0
11-2010;41-4010;0.8635904454655066;1
11-2010;41-9010;-1;0
11-2010;41-9020;-1;0
11-2010;41-9030;-1;0
11-2010;41-9040;-1;0
11-2010;41-9090;-1;0
11-2010;43-1010;0.8734193802004848;1
11-2010;43-2010;-1;0
11-2010;43-2020;-1;0
11-2010;43-2090;-1;0
11-2010;43-3010;-1;0
11-2010;43-3020;-1;0
11-2010;43-3030;-1;0
11-2010;43-3040;-1;0
11-2010;43-3050;-1;0
11-2010;43-3060;-1;0
11-2010;43-3070;-1;0
11-2010;43-4010;-1;0
11-2010;43-4030;-1;0
11-2010;43-4040;-1;0
11-2010;43-4050;-1;0
11-2010;43-4060;-1;0
11-2010;43-4070;-1;0
11-2010;43-4080;-1;0
11-2010;43-4110;-1;0
11-2010;43-4120;-1;0
11-2010;43-4130;-1;0
11-2010;43-4140;-1;0
11-2010;43-4150;-1;0
11-2010;43-4160;-1;0
11-2010;43-4170;-1;0
11-2010;43-4180;-1;0
11-2010;43-4190;-1;0
11-2010;43-5010;-1;0
11-2010;43-5020;-1;0
11-2010;43-5030;-1;0
11-2010;43-5040;-1;0
11-2010;43-5050;-1;0
11-2010;43-5060;-1;0
11-2010;43-5070;-1;0
11-2010;43-5080;-1;0
11-2010;43-5110;-1;0
11-2010;43-6010;-1;0
11-2010;43-9010;-1;0
11-2010;43-9020;-1;0
11-2010;43-9040;-1;0
11-2010;43-9050;-1;0
11-2010;43-9060;-1;0
11-2010;43-9070;-1;0
11-2010;43-9080;-1;0
11-2010;43-9110;-1;0
11-2010;43-9190;-1;0
11-2010;45-1010;-1;0
11-2010;45-2010;-1;0
11-2010;45-2040;-1;0
11-2010;45-2090;-1;0
11-2010;45-3010;-1;0
11-2010;45-4010;-1;0
11-2010;45-4020;-1;0
11-2010;47-1010;-1;0
11-2010;47-2010;-1;0
11-2010;47-2020;-1;0
11-2010;47-2030;-1;0
11-2010;47-2040;-1;0
11-2010;47-2050;-1;0
11-2010;47-2060;-1;0
11-2010;47-2070;-1;0
11-2010;47-2080;-1;0
11-2010;47-2110;-1;0
11-2010;47-2120;-1;0
11-2010;47-2130;-1;0
11-2010;47-2140;-1;0
11-2010;47-2150;-1;0
11-2010;47-2160;-1;0
11-2010;47-2170;-1;0
11-2010;47-2180;-1;0
11-2010;47-2210;-1;0
11-2010;47-2220;-1;0
11-2010;47-3010;-1;0
11-2010;47-4010;-1;0
11-2010;47-4020;-1;0
11-2010;47-4030;-1;0
11-2010;47-4050;-1;0
11-2010;47-4090;-1;0
11-2010;47-5010;-1;0
11-2010;47-5020;-1;0
11-2010;47-5030;-1;0
11-2010;47-5040;-1;0
11-2010;47-50X0;-1;0
11-2010;49-1010;-1;0
11-2010;49-2010;-1;0
11-2010;49-2020;-1;0
11-2010;49-2090;-1;0
11-2010;49-3010;-1;0
11-2010;49-3020;-1;0
11-2010;49-3030;-1;0
11-2010;49-3040;-1;0
11-2010;49-3050;-1;0
11-2010;49-3090;-1;0
11-2010;49-9010;-1;0
11-2010;49-9020;-1;0
11-2010;49-9030;-1;0
11-2010;49-9040;-1;0
11-2010;49-9050;-1;0
11-2010;49-9060;-1;0
11-2010;49-9070;-1;0
11-2010;49-9090;-1;0
11-2010;51-1010;-1;0
11-2010;51-2010;-1;0
11-2010;51-2020;-1;0
11-2010;51-2030;-1;0
11-2010;51-2040;-1;0
11-2010;51-2090;-1;0
11-2010;51-3010;-1;0
11-2010;51-3020;-1;0
11-2010;51-3090;-1;0
11-2010;51-4010;-1;0
11-2010;51-4020;-1;0
11-2010;51-4030;-1;0
11-2010;51-4040;-1;0
11-2010;51-4050;-1;0
11-2010;51-4060;-1;0
11-2010;51-4070;-1;0
11-2010;51-4110;-1;0
11-2010;51-4120;-1;0
11-2010;51-4190;-1;0
11-2010;51-5110;-1;0
11-2010;51-6010;-1;0
11-2010;51-6020;-1;0
11-2010;51-6030;-1;0
11-2010;51-6040;-1;0
11-2010;51-6050;-1;0
11-2010;51-6060;-1;0
11-2010;51-6090;-1;0
11-2010;51-7010;-1;0
11-2010;51-7020;-1;0
11-2010;51-7040;-1;0
11-2010;51-8010;-1;0
11-2010;51-8020;-1;0
11-2010;51-8030;-1;0
11-2010;51-8090;-1;0
11-2010;51-9010;-1;0
11-2010;51-9020;-1;0
11-2010;51-9030;-1;0
11-2010;51-9040;-1;0
11-2010;51-9050;-1;0
11-2010;51-9060;-1;0
11-2010;51-9070;-1;0
11-2010;51-9080;-1;0
11-2010;51-9110;-1;0
11-2010;51-9120;-1;0
11-2010;51-9150;-1;0
11-2010;51-9190;-1;0
11-2010;53-1000;-1;0
11-2010;53-2010;-1;0
11-2010;53-2020;-1;0
11-2010;53-2030;-1;0
11-2010;53-3010;-1;0
11-2010;53-3020;-1;0
11-2010;53-3030;-1;0
11-2010;53-3040;-1;0
11-2010;53-3090;-1;0
11-2010;53-4010;-1;0
11-2010;53-4020;-1;0
11-2010;53-4030;-1;0
11-2010;53-40X0;-1;0
11-2010;53-5010;-1;0
11-2010;53-5020;-1;0
11-2010;53-6020;-1;0
11-2010;53-6030;-1;0
11-2010;53-6050;-1;0
11-2010;53-60X0;-1;0
11-2010;53-7020;-1;0
11-2010;53-7030;-1;0
11-2010;53-7040;-1;0
11-2010;53-7050;-1;0
11-2010;53-7060;-1;0
11-2010;53-7070;-1;0
11-2010;53-7080;-1;0
11-2010;53-7190;-1;0
11-2010;55-1010;-1;0
11-2010;55-2010;-1;0
11-2010;55-3010;-1;0
11-2020;11-1010;0.7964440535276748;3
11-2020;11-1020;0.613930123610092;3
11-2020;11-2010;-1;0
11-2020;11-2020;-1;0
11-2020;11-2030;0.8380150414604358;1
11-2020;11-3010;-1;0
11-2020;11-3020;0.23692520655794436;1
11-2020;11-3030;0.5129214884466247;7
11-2020;11-3050;-1;0
11-2020;11-3060;-1;0
11-2020;11-3070;-1;0
11-2020;11-3110;-1;0
11-2020;11-9010;0.3762333349376714;2
11-2020;11-9020;0.7003032645537254;2
11-2020;11-9030;-0.17873452623718303;1
11-2020;11-9040;-1;0
11-2020;11-9050;0.3103890747445122;5
11-2020;11-9060;-1;0
11-2020;11-9070;-1;0
11-2020;11-9080;-1;0
11-2020;11-9110;0.5175671372465768;4
11-2020;11-9120;0.9508767141979941;1
11-2020;11-9140;0.07751441383728382;1
11-2020;11-9150;-1;0
11-2020;11-9190;0.6045835624740463;75
11-2020;13-1010;-1;0
11-2020;13-1020;0.6848458320356232;7
11-2020;13-1030;0.2086908737371602;1
11-2020;13-1040;0.2870324526263672;1
11-2020;13-1050;0.8595304675814528;1
11-2020;13-1070;0.3822207183255184;2
11-2020;13-1080;-1;0
11-2020;13-1110;0.5067713547979131;1
11-2020;13-1120;0.8595304675814528;1
11-2020;13-1160;0.5817890136637717;1
11-2020;13-2010;-0.11711489177756504;2
11-2020;13-2020;-1;0
11-2020;13-2030;-1;0
11-2020;13-2040;-1;0
11-2020;13-2050;-1;0
11-2020;13-2060;-1;0
11-2020;13-2070;-1;0
11-2020;13-2080;-1;0
11-2020;13-2090;-1;0
11-2020;15-1110;-0.23416450170072584;1
11-2020;15-1120;0.33013908917523377;2
11-2020;15-1130;-1;0
11-2020;15-1140;-1;0
11-2020;15-1150;-1;0
11-2020;15-2010;-1;0
11-2020;15-2030;-1;0
11-2020;15-2090;-1;0
11-2020;17-1010;-1;0
11-2020;17-1020;-1;0
11-2020;17-2010;-1;0
11-2020;17-2030;-1;0
11-2020;17-2040;0.6646678698259301;1
11-2020;17-2050;-1;0
11-2020;17-2060;-1;0
11-2020;17-2070;0.24663207917338797;1
11-2020;17-2080;-1;0
11-2020;17-2110;-1;0
11-2020;17-2130;-1;0
11-2020;17-2140;-1;0
11-2020;17-2170;-1;0
11-2020;17-2190;-1;0
11-2020;17-3010;0.3413707369704931;1
11-2020;17-3020;-1;0
11-2020;17-3030;0.7567119248018676;1
11-2020;19-1010;-1;0
11-2020;19-1020;-1;0
11-2020;19-1030;-1;0
11-2020;19-1040;-1;0
11-2020;19-2010;-1;0
11-2020;19-2020;-1;0
11-2020;19-2030;-1;0
11-2020;19-2040;-1;0
11-2020;19-2090;-1;0
11-2020;19-3010;-1;0
11-2020;19-3020;0.8380150414604358;2
11-2020;19-3030;-1;0
11-2020;19-3050;-1;0
11-2020;19-3090;-1;0
11-2020;19-4010;-1;0
11-2020;19-4020;-1;0
11-2020;19-4030;-1;0
11-2020;19-4090;-1;0
11-2020;21-1010;0.15172997140210254;2
11-2020;21-1020;-1;0
11-2020;21-1090;-1;0
11-2020;21-2010;-1;0
11-2020;21-2020;-1;0
11-2020;21-2090;0.5212001915199234;1
11-2020;23-1010;0.5509030753376362;2
11-2020;23-2010;-1;0
11-2020;23-2090;-1;0
11-2020;25-1000;-1;0
11-2020;25-2010;-0.3165379926859;1
11-2020;25-2020;-0.3447303893484886;2
11-2020;25-2030;-1;0
11-2020;25-2050;-1;0
11-2020;25-3000;-0.15244390431870053;1
11-2020;25-4010;-1;0
11-2020;25-4020;-1;0
11-2020;25-4030;-1;0
11-2020;25-9040;-0.3553666839506729;1
11-2020;25-90X0;-1;0
11-2020;27-1010;-1;0
11-2020;27-1020;-1;0
11-2020;27-2010;-1;0
11-2020;27-2020;-1;0
11-2020;27-2030;-1;0
11-2020;27-2040;-1;0
11-2020;27-2090;-1;0
11-2020;27-3010;-1;0
11-2020;27-3020;0.4926136660228637;1
11-2020;27-3030;-1;0
11-2020;27-3040;-1;0
11-2020;27-3090;-1;0
11-2020;27-4010;-1;0
11-2020;27-4020;0.9272090045157377;2
11-2020;27-4030;-1;0
11-2020;29-1010;-1;0
11-2020;29-1030;-1;0
11-2020;29-1050;-1;0
11-2020;29-1060;-1;0
11-2020;29-1070;-1;0
11-2020;29-1120;-1;0
11-2020;29-1130;-1;0
11-2020;29-1140;-0.45113922106839166;1
11-2020;29-1190;-1;0
11-2020;29-2010;-1;0
11-2020;29-2020;-1;0
11-2020;29-2030;-1;0
11-2020;29-2040;-1;0
11-2020;29-2050;-1;0
11-2020;29-2060;-1;0
11-2020;29-2070;-1;0
11-2020;29-2080;-1;0
11-2020;29-2090;-1;0
11-2020;29-9000;-1;0
11-2020;31-1010;-0.7349879978127287;1
11-2020;31-2010;-1;0
11-2020;31-2020;-1;0
11-2020;31-9010;-1;0
11-2020;31-9090;-0.20344318466724234;2
11-2020;33-1010;-1;0
11-2020;33-1020;-1;0
11-2020;33-1090;-1;0
11-2020;33-2010;-1;0
11-2020;33-3010;0.2870324526263672;1
11-2020;33-3020;-1;0
11-2020;33-3040;-1;0
11-2020;33-3050;0.2086908737371602;2
11-2020;33-9010;0.9272090045157377;1
11-2020;33-9020;-1;0
11-2020;33-9030;-0.5360903353505201;1
11-2020;33-9090;-1;0
11-2020;35-1010;-0.7195484370862226;1
11-2020;35-2010;-0.07333830249214118;1
11-2020;35-2020;-1;0
11-2020;35-3010;-0.19537383572051661;1
11-2020;35-3020;-0.24508276790664518;1
11-2020;35-3030;-0.3579720232615578;2
11-2020;35-3040;-1;0
11-2020;35-9010;-1;0
11-2020;35-9020;-1;0
11-2020;35-9030;-1;0
11-2020;37-1010;-1;0
11-2020;37-2010;-0.6037801211079856;4
11-2020;37-2020;-1;0
11-2020;37-3010;-0.12199465716829921;2
11-2020;39-1010;-1;0
11-2020;39-1020;-1;0
11-2020;39-2020;0.4256369347360024;1
11-2020;39-3010;-1;0
11-2020;39-3020;-1;0
11-2020;39-3030;-1;0
11-2020;39-3090;-1;0
11-2020;39-40X0;-1;0
11-2020;39-5010;-1;0
11-2020;39-5090;-1;0
11-2020;39-6010;-1;0
11-2020;39-7010;-1;0
11-2020;39-9010;-0.11793194928586855;3
11-2020;39-9020;-1;0
11-2020;39-9030;-1;0
11-2020;39-9040;-1;0
11-2020;39-9090;-1;0
11-2020;41-1010;0.7280473801897624;16
11-2020;41-2010;0.0069373525372398125;6
11-2020;41-2020;-1;0
11-2020;41-2030;0.5294998662744049;30
11-2020;41-3010;0.33013908917523377;1
11-2020;41-3020;0.44181121419927394;4
11-2020;41-3030;-1;0
11-2020;41-3040;-1;0
11-2020;41-3090;0.6888003565158096;11
11-2020;41-4010;0.7288309803803017;24
11-2020;41-9010;0.5212001915199234;1
11-2020;41-9020;0.689453471196455;5
11-2020;41-9030;-1;0
11-2020;41-9040;-1;0
11-2020;41-9090;-1;0
11-2020;43-1010;0.1799612099203565;5
11-2020;43-2010;-1;0
11-2020;43-2020;-1;0
11-2020;43-2090;-1;0
11-2020;43-3010;-1;0
11-2020;43-3020;-1;0
11-2020;43-3030;-0.46228632679541903;2
11-2020;43-3040;-1;0
11-2020;43-3050;0.24663207917338797;1
11-2020;43-3060;-1;0
11-2020;43-3070;-0.18713932399010716;1
11-2020;43-4010;-1;0
11-2020;43-4030;-1;0
11-2020;43-4040;-1;0
11-2020;43-4050;-1;0
11-2020;43-4060;-1;0
11-2020;43-4070;-0.07871250443019621;1
11-2020;43-4080;-1;0
11-2020;43-4110;0.38826042627567126;1
11-2020;43-4120;-1;0
11-2020;43-4130;0.27874424220741467;5
11-2020;43-4140;-1;0
11-2020;43-4150;-1;0
11-2020;43-4160;0.10371714208515073;2
11-2020;43-4170;-0.11793194928586855;3
11-2020;43-4180;-1;0
11-2020;43-4190;0.7374977213343866;1
11-2020;43-5010;-1;0
11-2020;43-5020;-1;0
11-2020;43-5030;0.2179580014482259;1
11-2020;43-5040;-1;0
11-2020;43-5050;-1;0
11-2020;43-5060;-1;0
11-2020;43-5070;0.20639608471858914;4
11-2020;43-5080;0.011210524454503625;3
11-2020;43-5110;-1;0
11-2020;43-6010;-0.1438793993922065;8
11-2020;43-9010;-0.1386571075699611;2
11-2020;43-9020;-1;0
11-2020;43-9040;0.5067713547979131;1
11-2020;43-9050;-1;0
11-2020;43-9060;-0.1363155828072613;2
11-2020;43-9070;-1;0
11-2020;43-9080;-1;0
11-2020;43-9110;-1;0
11-2020;43-9190;-0.267139964630802;3
11-2020;45-1010;-1;0
11-2020;45-2010;-1;0
11-2020;45-2040;-1;0
11-2020;45-2090;-1;0
11-2020;45-3010;-1;0
11-2020;45-4010;-1;0
11-2020;45-4020;-1;0
11-2020;47-1010;0.05602540901872433;1
11-2020;47-2010;-1;0
11-2020;47-2020;-1;0
11-2020;47-2030;-0.5746016632697086;1
11-2020;47-2040;-1;0
11-2020;47-2050;-1;0
11-2020;47-2060;-0.6527199193558183;1
11-2020;47-2070;-1;0
11-2020;47-2080;-1;0
11-2020;47-2110;-1;0
11-2020;47-2120;-1;0
11-2020;47-2130;-1;0
11-2020;47-2140;-1;0
11-2020;47-2150;-1;0
11-2020;47-2160;-1;0
11-2020;47-2170;-1;0
11-2020;47-2180;-1;0
11-2020;47-2210;-1;0
11-2020;47-2220;-1;0
11-2020;47-3010;-1;0
11-2020;47-4010;-1;0
11-2020;47-4020;-1;0
11-2020;47-4030;-1;0
11-2020;47-4050;-1;0
11-2020;47-4090;-1;0
11-2020;47-5010;-1;0
11-2020;47-5020;-1;0
11-2020;47-5030;-1;0
11-2020;47-5040;-1;0
11-2020;47-50X0;-1;0
11-2020;49-1010;0.5897036748762995;2
11-2020;49-2010;-1;0
11-2020;49-2020;0.41295646587933;1
11-2020;49-2090;-1;0
11-2020;49-3010;-1;0
11-2020;49-3020;-0.09960008816953744;3
11-2020;49-3030;-1;0
11-2020;49-3040;-0.37563595868725025;1
11-2020;49-3050;-1;0
11-2020;49-3090;-1;0
11-2020;49-9010;-1;0
11-2020;49-9020;-1;0
11-2020;49-9030;0.5067713547979131;1
11-2020;49-9040;-1;0
11-2020;49-9050;-1;0
11-2020;49-9060;-1;0
11-2020;49-9070;-1;0
11-2020;49-9090;-0.39235395371570647;1
11-2020;51-1010;-0.04549854791868344;5
11-2020;51-2010;-1;0
11-2020;51-2020;-1;0
11-2020;51-2030;-1;0
11-2020;51-2040;-1;0
11-2020;51-2090;-0.2267084944695351;3
11-2020;51-3010;0.29754503789082;1
11-2020;51-3020;0.5765562110602636;3
11-2020;51-3090;-1;0
11-2020;51-4010;-1;0
11-2020;51-4020;-1;0
11-2020;51-4030;0.1559202813599062;2
11-2020;51-4040;-0.067901033347459;1
11-2020;51-4050;-1;0
11-2020;51-4060;-1;0
11-2020;51-4070;-1;0
11-2020;51-4110;-1;0
11-2020;51-4120;-0.36312003029155626;1
11-2020;51-4190;-1;0
11-2020;51-5110;-1;0
11-2020;51-6010;0.1559202813599062;2
11-2020;51-6020;-1;0
11-2020;51-6030;-1;0
11-2020;51-6040;-1;0
11-2020;51-6050;-1;0
11-2020;51-6060;-1;0
11-2020;51-6090;-1;0
11-2020;51-7010;-1;0
11-2020;51-7020;-1;0
11-2020;51-7040;-1;0
11-2020;51-8010;-1;0
11-2020;51-8020;-1;0
11-2020;51-8030;-1;0
11-2020;51-8090;-1;0
11-2020;51-9010;-1;0
11-2020;51-9020;-1;0
11-2020;51-9030;-1;0
11-2020;51-9040;-1;0
11-2020;51-9050;-1;0
11-2020;51-9060;-1;0
11-2020;51-9070;-1;0
11-2020;51-9080;-1;0
11-2020;51-9110;-1;0
11-2020;51-9120;-1;0
11-2020;51-9150;-1;0
11-2020;51-9190;-0.8042271168105604;1
11-2020;53-1000;-1;0
11-2020;53-2010;-1;0
11-2020;53-2020;-1;0
11-2020;53-2030;-1;0
11-2020;53-3010;-1;0
11-2020;53-3020;-1;0
11-2020;53-3030;-0.2533618821317597;6
11-2020;53-3040;-0.015934198299893333;1
11-2020;53-3090;-1;0
11-2020;53-4010;-1;0
11-2020;53-4020;-1;0
11-2020;53-4030;-1;0
11-2020;53-40X0;-1;0
11-2020;53-5010;-1;0
11-2020;53-5020;-1;0
11-2020;53-6020;-1;0
11-2020;53-6030;-1;0
11-2020;53-6050;-1;0
11-2020;53-60X0;-1;0
11-2020;53-7020;-1;0
11-2020;53-7030;-1;0
11-2020;53-7040;-1;0
11-2020;53-7050;-1;0
11-2020;53-7060;-0.10969268611638695;6
11-2020;53-7070;-1;0
11-2020;53-7080;0.33013908917523377;1
11-2020;53-7190;-0.689388096505426;1
11-2020;55-1010;-1;0
11-2020;55-2010;-1;0
11-2020;55-3010;-1;0
11-2030;11-1010;-1;0
11-2030;11-1020;-1;0
11-2030;11-2010;-1;0
11-2030;11-2020;-1;0
11-2030;11-2030;-1;0
11-2030;11-3010;-1;0
11-2030;11-3020;-1;0
11-2030;11-3030;-1;0
11-2030;11-3050;-1;0
11-2030;11-3060;-1;0
11-2030;11-3070;-1;0
11-2030;11-3110;-1;0
11-2030;11-9010;-1;0
11-2030;11-9020;-1;0
11-2030;11-9030;0.9159742696328063;1
11-2030;11-9040;-1;0
11-2030;11-9050;-1;0
11-2030;11-9060;-1;0
11-2030;11-9070;-1;0
11-2030;11-9080;-1;0
11-2030;11-9110;-1;0
11-2030;11-9120;-1;0
11-2030;11-9140;-1;0
11-2030;11-9150;-1;0
11-2030;11-9190;-1;0
11-2030;13-1010;-1;0
11-2030;13-1020;-1;0
11-2030;13-1030;-1;0
11-2030;13-1040;-1;0
11-2030;13-1050;-1;0
11-2030;13-1070;-1;0
11-2030;13-1080;-1;0
11-2030;13-1110;-1;0
11-2030;13-1120;-1;0
11-2030;13-1160;-1;0
11-2030;13-2010;-1;0
11-2030;13-2020;-1;0
11-2030;13-2030;-1;0
11-2030;13-2040;-1;0
11-2030;13-2050;-1;0
11-2030;13-2060;-1;0
11-2030;13-2070;-1;0
11-2030;13-2080;-1;0
11-2030;13-2090;-1;0
11-2030;15-1110;-1;0
11-2030;15-1120;-1;0
11-2030;15-1130;-1;0
11-2030;15-1140;-1;0
11-2030;15-1150;-1;0
11-2030;15-2010;-1;0
11-2030;15-2030;-1;0
11-2030;15-2090;-1;0
11-2030;17-1010;-1;0
11-2030;17-1020;-1;0
11-2030;17-2010;-1;0
11-2030;17-2030;-1;0
11-2030;17-2040;-1;0
11-2030;17-2050;-1;0
11-2030;17-2060;-1;0
11-2030;17-2070;-1;0
11-2030;17-2080;-1;0
11-2030;17-2110;-1;0
11-2030;17-2130;-1;0
11-2030;17-2140;-1;0
11-2030;17-2170;-1;0
11-2030;17-2190;-1;0
11-2030;17-3010;-1;0
11-2030;17-3020;-1;0
11-2030;17-3030;-1;0
11-2030;19-1010;-1;0
11-2030;19-1020;-1;0
11-2030;19-1030;-1;0
11-2030;19-1040;-1;0
11-2030;19-2010;-1;0
11-2030;19-2020;-1;0
11-2030;19-2030;-1;0
11-2030;19-2040;-1;0
11-2030;19-2090;-1;0
11-2030;19-3010;-1;0
11-2030;19-3020;-1;0
11-2030;19-3030;-1;0
11-2030;19-3050;-1;0
11-2030;19-3090;-1;0
11-2030;19-4010;-1;0
11-2030;19-4020;-1;0
11-2030;19-4030;-1;0
11-2030;19-4090;-1;0
11-2030;21-1010;-1;0
11-2030;21-1020;-1;0
11-2030;21-1090;-1;0
11-2030;21-2010;-1;0
11-2030;21-2020;-1;0
11-2030;21-2090;-1;0
11-2030;23-1010;-1;0
11-2030;23-2010;-1;0
11-2030;23-2090;-1;0
11-2030;25-1000;-1;0
11-2030;25-2010;-1;0
11-2030;25-2020;-1;0
11-2030;25-2030;-1;0
11-2030;25-2050;-1;0
11-2030;25-3000;-1;0
11-2030;25-4010;-1;0
11-2030;25-4020;-1;0
11-2030;25-4030;-1;0
11-2030;25-9040;-1;0
11-2030;25-90X0;-1;0
11-2030;27-1010;-1;0
11-2030;27-1020;-1;0
11-2030;27-2010;-1;0
11-2030;27-2020;-1;0
11-2030;27-2030;-1;0
11-2030;27-2040;-1;0
11-2030;27-2090;-1;0
11-2030;27-3010;-1;0
11-2030;27-3020;-1;0
11-2030;27-3030;0.9969271597178574;3
11-2030;27-3040;0.9817035137570171;1
11-2030;27-3090;-1;0
11-2030;27-4010;-1;0
11-2030;27-4020;-1;0
11-2030;27-4030;-1;0
11-2030;29-1010;-1;0
11-2030;29-1030;-1;0
11-2030;29-1050;-1;0
11-2030;29-1060;-1;0
11-2030;29-1070;-1;0
11-2030;29-1120;-1;0
11-2030;29-1130;-1;0
11-2030;29-1140;-1;0
11-2030;29-1190;-1;0
11-2030;29-2010;-1;0
11-2030;29-2020;-1;0
11-2030;29-2030;-1;0
11-2030;29-2040;-1;0
11-2030;29-2050;-1;0
11-2030;29-2060;-1;0
11-2030;29-2070;-1;0
11-2030;29-2080;-1;0
11-2030;29-2090;-1;0
11-2030;29-9000;-1;0
11-2030;31-1010;-1;0
11-2030;31-2010;-1;0
11-2030;31-2020;-1;0
11-2030;31-9010;-1;0
11-2030;31-9090;-1;0
11-2030;33-1010;-1;0
11-2030;33-1020;-1;0
11-2030;33-1090;-1;0
11-2030;33-2010;-1;0
11-2030;33-3010;-1;0
11-2030;33-3020;-1;0
11-2030;33-3040;-1;0
11-2030;33-3050;-1;0
11-2030;33-9010;-1;0
11-2030;33-9020;-1;0
11-2030;33-9030;-1;0
11-2030;33-9090;-1;0
11-2030;35-1010;-1;0
11-2030;35-2010;-1;0
11-2030;35-2020;-1;0
11-2030;35-3010;-1;0
11-2030;35-3020;-1;0
11-2030;35-3030;-1;0
11-2030;35-3040;-1;0
11-2030;35-9010;-1;0
11-2030;35-9020;-1;0
11-2030;35-9030;-1;0
11-2030;37-1010;-1;0
11-2030;37-2010;-1;0
11-2030;37-2020;-1;0
11-2030;37-3010;-1;0
11-2030;39-1010;-1;0
11-2030;39-1020;-1;0
11-2030;39-2020;-1;0
11-2030;39-3010;-1;0
11-2030;39-3020;-1;0
11-2030;39-3030;0.9969271597178574;1
11-2030;39-3090;-1;0
11-2030;39-40X0;-1;0
11-2030;39-5010;-1;0
11-2030;39-5090;-1;0
11-2030;39-6010;-1;0
11-2030;39-7010;-1;0
11-2030;39-9010;-1;0
11-2030;39-9020;-1;0
11-2030;39-9030;-1;0
11-2030;39-9040;-1;0
11-2030;39-9090;-1;0
11-2030;41-1010;0.925910958442783;2
11-2030;41-2010;-1;0
11-2030;41-2020;-1;0
11-2030;41-2030;0.5600840221512945;1
11-2030;41-3010;-1;0
11-2030;41-3020;-1;0
11-2030;41-3030;-1;0
11-2030;41-3040;-1;0
11-2030;41-3090;-1;0
11-2030;41-4010;-1;0
11-2030;41-9010;-1;0
11-2030;41-9020;-1;0
11-2030;41-9030;-1;0
11-2030;41-9040;-1;0
11-2030;41-9090;0.9851085617092178;2
11-2030;43-1010;-1;0
11-2030;43-2010;-1;0
11-2030;43-2020;-1;0
11-2030;43-2090;-1;0
11-2030;43-3010;-1;0
11-2030;43-3020;-1;0
11-2030;43-3030;-1;0
11-2030;43-3040;-1;0
11-2030;43-3050;-1;0
11-2030;43-3060;-1;0
11-2030;43-3070;-1;0
11-2030;43-4010;-1;0
11-2030;43-4030;-1;0
11-2030;43-4040;-1;0
11-2030;43-4050;-1;0
11-2030;43-4060;-1;0
11-2030;43-4070;-1;0
11-2030;43-4080;-1;0
11-2030;43-4110;-1;0
11-2030;43-4120;-1;0
11-2030;43-4130;-1;0
11-2030;43-4140;-1;0
11-2030;43-4150;-1;0
11-2030;43-4160;-1;0
11-2030;43-4170;-1;0
11-2030;43-4180;-1;0
11-2030;43-4190;-1;0
11-2030;43-5010;-1;0
11-2030;43-5020;-1;0
11-2030;43-5030;-1;0
11-2030;43-5040;-1;0
11-2030;43-5050;-1;0
11-2030;43-5060;-1;0
11-2030;43-5070;-1;0
11-2030;43-5080;-1;0
11-2030;43-5110;-1;0
11-2030;43-6010;-1;0
11-2030;43-9010;-1;0
11-2030;43-9020;-1;0
11-2030;43-9040;-1;0
11-2030;43-9050;-1;0
11-2030;43-9060;-1;0
11-2030;43-9070;-1;0
11-2030;43-9080;-1;0
11-2030;43-9110;-1;0
11-2030;43-9190;-1;0
11-2030;45-1010;-1;0
11-2030;45-2010;-1;0
11-2030;45-2040;-1;0
11-2030;45-2090;-1;0
11-2030;45-3010;-1;0
11-2030;45-4010;-1;0
11-2030;45-4020;-1;0
11-2030;47-1010;-1;0
11-2030;47-2010;-1;0
11-2030;47-2020;-1;0
11-2030;47-2030;-1;0
11-2030;47-2040;-1;0
11-2030;47-2050;-1;0
11-2030;47-2060;-1;0
11-2030;47-2070;-1;0
11-2030;47-2080;-1;0
11-2030;47-2110;-1;0
11-2030;47-2120;-1;0
11-2030;47-2130;-1;0
11-2030;47-2140;-1;0
11-2030;47-2150;-1;0
